,id,train_len,ppt,ppt,tl,tl,mean_ppt_tl,var_ppt_tl
,,,mean,std,mean,std,,
0,17,1,93.23412698412699,1.2702889973475655,93.23412698412699,1.2702889973475655,0.0,0.0
1,17,2,93.16964285714286,1.080395714133824,93.16964285714286,1.080395714133824,0.0,0.0
2,17,3,93.3375850340136,1.0151334974519557,93.3375850340136,1.0151334974519557,0.0,0.0
3,17,7,93.43253968253968,1.1100625781085338,93.43253968253968,1.1100625781085338,0.0,0.0
4,17,8,93.43253968253967,1.5482953067938257,93.43253968253967,1.5482953067938257,0.0,0.0
5,17,9,93.21428571428571,2.351002102158507,93.21428571428571,2.351002102158507,0.0,0.0
6,52,1,81.96825396825396,6.1298985127581,81.96825396825396,6.1298985127581,0.0,0.0
7,52,2,83.30952380952381,4.939569885055848,83.30952380952381,4.939569885055848,0.0,0.0
8,52,3,83.37074829931973,4.808098053234734,83.37074829931973,4.808098053234734,0.0,0.0
9,52,7,82.9126984126984,4.928337351928676,82.9126984126984,4.928337351928676,0.0,0.0
10,52,8,82.82539682539684,5.5536587155531425,82.82539682539684,5.5536587155531425,0.0,0.0
11,52,9,82.28571428571429,7.830401825178844,82.28571428571429,7.830401825178844,0.0,0.0
12,53,1,79.85185185185185,14.764523693101783,79.85185185185185,14.764523693101783,0.0,0.0
13,53,2,94.24074074074073,2.0705838839928545,94.20370370370371,2.079204663188634,0.03703703703702388,-0.008620779195779527
14,53,3,94.53968253968254,1.540788426965248,94.53968253968254,1.5158522395318506,0.0,0.02493618743339754
15,53,7,94.5,3.1289670328073877,94.53703703703702,3.1413210240907414,-0.03703703703702388,-0.012353991283353682
16,53,8,94.5925925925926,4.038257005299807,94.74074074074073,4.112612338515942,-0.14814814814813815,-0.0743553332161353
17,53,9,94.66666666666666,6.88530372659096,94.66666666666666,6.88530372659096,0.0,0.0
18,109,1,81.83006535947712,11.419946473095655,81.83006535947712,11.419946473095655,0.0,0.0
19,109,2,93.38235294117648,2.7287959728543085,93.38235294117648,2.7287959728543085,0.0,0.0
20,109,3,95.1610644257703,2.6972631370469964,95.1610644257703,2.6972631370469964,0.0,0.0
21,109,7,96.63398692810458,2.2903654334946237,96.63398692810458,2.2903654334946237,0.0,0.0
22,109,8,96.66666666666667,2.6306682088232796,96.66666666666667,2.6306682088232796,0.0,0.0
23,109,9,97.05882352941177,3.100272215851349,97.05882352941177,3.100272215851349,0.0,0.0
24,143,1,80.93397745571659,1.9768833136357489,80.93397745571659,1.9768833136357489,0.0,0.0
25,143,2,80.92592592592592,1.80814156422349,80.92592592592592,1.80814156422349,0.0,0.0
26,143,3,80.77639751552796,1.6644826180676784,80.77639751552796,1.6644826180676784,0.0,0.0
27,143,7,80.24959742351047,1.9776920934159774,80.2536231884058,1.9750914625488647,-0.004025764895331463,0.0026006308671127076
28,143,8,80.27375201288244,2.3013217969589284,80.27375201288244,2.3013217969589284,0.0,0.0
29,143,9,80.0,3.4701999992401906,80.0,3.4701999992401906,0.0,0.0
30,144,1,59.47777777777778,4.603049624284035,59.56666666666666,4.504973627000782,-0.08888888888888147,0.098075997283253
31,144,2,60.00555555555555,4.510401138961305,60.12222222222222,4.486049152088001,-0.11666666666666714,0.02435198687330331
32,144,3,60.195238095238096,5.562477290227696,60.273809523809526,5.510457881013456,-0.07857142857142918,0.05201940921424075
33,144,7,58.977777777777774,6.44747988656374,59.022222222222226,6.444003333369175,-0.04444444444445139,0.0034765531945648576
34,144,8,58.388888888888886,7.070174943901583,58.43333333333333,7.08198739440741,-0.04444444444444429,-0.011812450505826355
35,144,9,54.2,7.8287220469811585,54.3,7.775317071062475,-0.09999999999999432,0.053404975918683206
36,145,1,77.94238683127573,3.0003233173096997,77.94238683127573,3.0003233173096997,0.0,0.0
37,145,2,81.90329218106996,1.963744559188198,81.90329218106996,1.963744559188198,0.0,0.0
38,145,3,83.21869488536156,2.2005238769147506,83.21869488536156,2.2005238769147506,0.0,0.0
39,145,7,84.91769547325103,4.392450225898323,84.91769547325103,4.392450225898323,0.0,0.0
40,145,8,85.14403292181069,5.741675943278627,85.14403292181069,5.741675943278627,0.0,0.0
41,145,9,85.55555555555556,7.49942841900614,85.55555555555556,7.49942841900614,0.0,0.0
42,151,1,65.0,3.9108726077671996,65.0,3.9108726077671996,0.0,0.0
43,151,2,68.25,4.805521800255128,68.25,4.805521800255128,0.0,0.0
44,151,3,69.0,5.151952741128235,69.0,5.151952741128235,0.0,0.0
45,151,7,71.36111111111111,5.936889271094954,71.36111111111111,5.936889271094954,0.0,0.0
46,151,8,71.94444444444444,6.611991707756014,71.94444444444444,6.611991707756014,0.0,0.0
47,151,9,72.5,7.905694150420947,72.5,7.905694150420947,0.0,0.0
48,697,1,63.026646556058324,3.874769273971488,63.026646556058324,3.874769273971488,0.0,0.0
49,697,2,63.24409250879839,4.434219197244273,63.24409250879839,4.434219197244273,0.0,0.0
50,697,3,63.93180349062702,3.952436774708698,63.93180349062702,3.952436774708698,0.0,0.0
51,697,7,65.66365007541478,2.4329495568674155,65.66365007541478,2.4329495568674155,0.0,0.0
52,697,8,66.04575163398692,2.420193952813816,66.04575163398692,2.420193952813816,0.0,0.0
53,697,9,66.38009049773756,2.7445178642035613,66.38009049773756,2.7445178642035613,0.0,0.0
54,763,1,38.65319865319866,3.0563786445549423,38.956228956228955,3.05328608214753,-0.30303030303029743,0.0030925624074122915
55,763,2,38.888888888888886,3.007619993984618,39.18350168350168,2.77829947517702,-0.2946127946127959,0.22932051880759818
56,763,3,38.72655122655123,3.1949353419394217,39.368686868686865,3.222126806128811,-0.642135642135635,-0.027191464189389336
57,763,7,35.91750841750842,4.6257066561318085,36.994949494949495,4.615067394569963,-1.0774410774410725,0.010639261561845359
58,763,8,34.20875420875421,5.23359589700194,35.62289562289562,5.628744055665719,-1.4141414141414117,-0.3951481586637797
59,763,9,33.33333333333333,6.700252101728079,34.24242424242424,9.263237590392222,-0.9090909090909136,-2.562985488664143
60,936,1,38.04381846635368,5.03840536790576,38.05946791862284,5.02886382080979,-0.01564945226916592,0.009541547095969882
61,936,2,38.43896713615023,4.648929964922996,38.43896713615023,4.665115463190616,0.0,-0.01618549826762017
62,936,3,36.85781354795439,5.094393146665556,36.87961099932931,5.105960537921997,-0.02179745137491551,-0.011567391256440906
63,936,7,32.93035993740219,4.456529643899546,32.95383411580595,4.4214796847264,-0.023474178403759538,0.03504995917314613
64,936,8,32.03442879499217,4.135357835677047,32.09702660406886,4.181076415803732,-0.062597809076685,-0.04571858012668528
65,936,9,32.11267605633803,4.343674556326901,32.11267605633803,4.343674556326901,0.0,0.0
